No_;Anchura;Galga;Se fabrica;No_ Mezcla Operativa;Abrefacil;Anchura Bobina (mm);Ancho Total Extrusión;Tratado;Tipo
2011302;0;320;1;;0;820;0;0;BOB LAMI
2011303;0;48;1;MO-100149;0;1020;2040;0;BOB TUBO
2011304;0;120;1;MO-100004;0;700;700;0;BOB TUBO
2011305;0;200;1;MO-100162;0;700;700;0;BOB TUBO
2011306;0;120;1;;0;870;0;0;BOB LAMI
2011307;0;200;1;;0;870;0;0;BOB LAMI
2011308;0;100;1;MO-100163;1;1150;1150;0;BOB SETUBO
2011309;0;80;1;;0;1100;0;0;BOB LAMI
2011310;0;280;1;;0;1100;0;0;BOB LAMI
2011312;0;140;1;;0;1140;0;0;BOB LAMI
2011313;0;280;1;;0;1140;0;0;BOB LAMI
2011314;0;220;1;;0;670;0;0;BOB LAMI
2011315;0;220;1;;0;670;0;0;BOB LAMI
2011316;0;140;1;MO-100999;0;1200;1200;0;BOB LAMI
2011317;0;140;1;MO-100999;0;1200;1200;0;BOB LAMI
2011318;0;160;1;MO-100999;0;1200;1200;0;BOB LAMI
2011319;0;160;1;MO-100999;0;1200;1200;0;BOB LAMI
2011320;120;80;1;MO-100999;0;1200;1200;0;BOB LAMI
2011321;0;80;1;MO-100999;0;1200;1200;0;BOB LAMI
2011322;0;80;1;MO-100999;0;1200;1200;0;BOB LAMI
2011323;0;80;1;MO-100172;0;1200;1200;0;BOB LAMI
2011324;25;90;1;MO-100163;0;1320;1320;0;BOB TUBO
2011325;0;260;1;MO-100141;0;885;885;0;BOB LAMI
2011326;0;44;1;MO-100149;0;810;1620;0;BOB TUBO
2011327;0;260;1;MO-100141;0;810;810;0;BOB LAMI
2011328;0;240;1;;0;950;0;0;BOB LAMI
2011329;0;220;1;;0;1130;0;0;BOB LAMI
2011330;0;140;1;MO-100999;0;1200;1200;0;BOB LAMI
2011331;0;140;1;MO-100999;0;1200;1200;0;BOB LAMI
2011332;0;90;1;MO-100024;0;880;880;0;BOB TUBO
2011333;0;250;1;MO-100999;0;2300;2300;0;BOB TUBO
2011334;0;250;1;MO-100999;0;1100;1100;0;BOB TUBO
2011335;0;80;1;;0;1040;0;0;BOB LAMI
2011336;0;160;1;;0;1040;0;0;BOB LAMI
2011337;0;50;1;MO-100163;0;1050;1050;0;BOB TUBO
2011338;0;80;1;;0;1130;0;0;BOB LAMI
2011339;0;300;1;;0;1130;0;0;BOB LAMI
2011340;80;85;1;MO-100090;0;800;800;0;BOB TUBO
2011341;0;150;1;MO-100056;0;1040;1040;0;BOB TUBO
2011342;0;150;1;MO-100165;0;900;1800;0;BOB SETUBO
2011343;0;200;1;MO-100134;0;980;980;0;BOB TUBO
2011344;0;120;1;MO-100999;0;1200;1200;0;LAMI LAMI
2011345;0;120;1;MO-100999;0;1200;1200;0;LAMI LAMI
2011346;0;180;1;MO-100999;0;1200;1200;0;LAMI LAMI
2011347;0;180;1;MO-100999;0;1200;1200;0;LAMI LAMI
2011348;0;180;1;MO-100999;0;1200;1200;0;LAMI LAMI
2011349;0;220;1;MO-100141;0;1200;1200;0;LAMI LAMI
2011350;0;220;1;MO-100999;0;1200;1200;0;LAMI LAMI
2011351;0;220;1;MO-100999;0;1200;1200;0;LAMI LAMI
2011352;0;220;1;MO-100999;0;1200;1200;0;LAMI LAMI
2011353;0;100;1;MO-100999;0;1200;1200;0;LAMI LAMI
2011354;0;100;1;MO-100999;0;1200;1200;0;LAMI LAMI
2011355;0;120;1;MO-100999;0;1200;1200;0;LAMI LAMI
2011356;0;140;1;MO-100999;0;1200;1200;0;LAMI LAMI
2011357;0;160;1;MO-100999;0;1200;1200;0;LAMI LAMI
2011358;0;80;1;MO-100999;0;1200;1200;0;LAMI LAMI
2011359;0;160;1;MO-100999;0;1200;1200;0;LAMI LAMI
2011360;0;200;1;MO-100999;0;1200;1200;0;LAMI LAMI
2011361;0;400;1;MO-100999;0;1200;1200;0;LAMI LAMI
2011362;0;360;1;MO-100999;0;1200;1200;0;LAMI LAMI
2011363;0;280;1;MO-100999;0;1200;1200;0;LAMI LAMI
2011364;0;320;1;MO-100999;0;1200;1200;0;LAMI LAMI
2011365;106;70;1;MO-100008;0;1060;1060;0;BOB SETUBO
2011366;110;120;1;MO-100141;0;1100;1100;0;BOB LAMI
2011367;0;80;0;MO-100999;0;840;840;0;OPP MATE
2011368;0;80;1;;0;1000;0;0;BOB LAMI
2011369;0;280;1;;0;1000;0;0;BOB LAMI
2011370;0;120;0;MO-100999;0;1095;1095;0;OPP MATE
2011371;0;200;1;MO-100999;0;1450;1450;0;BOB TUBO
2011372;0;120;1;MO-100999;0;1450;1450;0;BOB TUBO
2011373;0;80;1;;0;680;0;0;BOB LAMI
2011374;0;260;1;;0;680;0;0;BOB LAMI
2011375;0;80;1;MO-100004;0;1650;1650;0;BOB TUBO
2011376;0;120;1;;0;1150;0;0;BOB LAMI
2011377;0;200;1;;0;1150;0;0;BOB LAMI
2011378;0;80;1;;0;680;0;0;BOB LAMI
2011379;0;260;1;;0;680;0;0;BOB LAMI
2011380;0;200;1;;0;785;0;0;BOB LAMI
2011381;0;200;1;MO-100162;0;1260;1260;0;BOB TUBO
2011382;0;140;1;;0;322;0;0;BOB LAMI
2011383;0;260;1;;0;322;0;0;BOB LAMI
2011384;0;140;1;;0;950;0;0;BOB LAMI
2011385;0;280;1;;0;950;0;0;BOB LAMI
2011386;0;120;1;MO-100004;0;1200;1200;0;BOB TUBO
2011387;0;80;1;;0;680;0;0;BOB LAMI
2011388;0;260;1;;0;680;0;0;BOB LAMI
2011389;0;80;1;;0;680;0;0;BOB LAMI
2011390;0;260;1;;0;680;0;0;BOB LAMI
2011391;0;140;1;;0;322;0;0;BOB LAMI
2011392;0;260;1;;0;322;0;0;BOB LAMI
2011393;0;80;1;;0;680;0;0;BOB LAMI
2011394;0;300;1;;0;680;0;0;BOB LAMI
2011395;0;140;1;;0;322;0;0;BOB LAMI
2011396;0;260;1;;0;322;0;0;BOB LAMI
2011397;0;140;1;;0;250;0;0;BOB LAMI
2011398;0;260;1;;0;250;0;0;BOB LAMI
2011399;0;140;1;;0;322;0;0;BOB LAMI
2011400;0;260;1;;0;322;0;0;BOB LAMI
2011401;0;140;1;;0;250;0;0;BOB LAMI
2011402;0;260;1;;0;250;0;0;BOB LAMI
2011403;0;140;1;;0;250;0;0;BOB LAMI
2011404;0;260;1;;0;250;0;0;BOB LAMI
2011405;0;140;1;;0;250;0;0;BOB LAMI
2011406;0;260;1;;0;250;0;0;BOB LAMI
2011407;0;140;1;;0;322;0;0;BOB LAMI
2011408;0;260;1;;0;322;0;0;BOB LAMI
2011409;0;140;1;;0;322;0;0;BOB LAMI
2011410;0;260;1;;0;322;0;0;BOB LAMI
2011411;0;80;1;;0;680;0;0;BOB LAMI
2011412;0;300;1;;0;680;0;0;BOB LAMI
2011413;0;80;1;;0;680;0;0;BOB LAMI
2011414;0;300;1;;0;680;0;0;BOB LAMI
2011415;0;140;1;;0;950;0;0;BOB LAMI
2011416;0;280;1;;0;950;0;0;BOB LAMI
2011417;0;140;1;;0;680;0;0;BOB LAMI
2011418;0;280;1;;0;680;0;0;BOB LAMI
2011419;0;80;1;;0;680;0;0;BOB LAMI
2011420;0;300;1;;0;680;0;0;BOB LAMI
2011421;0;80;1;;0;345;0;0;BOB LAMI
2011422;0;180;1;;0;345;0;0;BOB LAMI
2011423;0;100;1;;0;345;0;0;BOB LAMI
2011424;0;200;1;;0;345;0;0;BOB LAMI
2011425;0;80;1;;0;345;0;0;BOB LAMI
2011426;0;180;1;;0;345;0;0;BOB LAMI
2011427;0;140;1;;0;1140;0;0;BOB LAMI
2011428;0;280;1;;0;1140;0;0;BOB LAMI
2011429;0;80;1;;0;345;0;0;BOB LAMI
2011430;0;180;1;;0;345;0;0;BOB LAMI
2011431;0;100;1;;0;345;0;0;BOB LAMI
2011432;0;200;1;;0;345;0;0;BOB LAMI
2011433;0;100;1;;0;345;0;0;BOB LAMI
2011434;0;200;1;;0;345;0;0;BOB LAMI
2011435;0;140;1;;0;950;0;0;BOB LAMI
2011436;0;280;1;;0;950;0;0;BOB LAMI
2011437;0;100;1;;0;345;0;0;BOB LAMI
2011438;0;280;1;;0;950;0;0;BOB LAMI
2011439;0;200;1;;0;345;0;0;BOB LAMI
2011440;0;140;1;;0;1140;0;0;BOB LAMI
2011441;0;280;1;;0;1140;0;0;BOB LAMI
2011442;0;80;1;;0;814;0;0;BOB LAMI
2011443;0;400;1;;0;814;0;0;BOB LAMI
2011444;0;80;1;;0;570;0;0;BOB LAMI
2011445;0;200;1;;0;570;0;0;BOB LAMI
2011446;0;80;1;;0;814;0;0;BOB LAMI
2011447;0;360;1;;0;814;0;0;BOB LAMI
2011448;0;80;1;;0;814;0;0;BOB LAMI
2011449;0;440;1;;0;814;0;0;BOB LAMI
2011450;0;80;1;;0;814;0;0;BOB LAMI
2011451;0;480;1;;0;814;0;0;BOB LAMI
2011452;0;100;1;;0;400;0;0;BOB LAMI
2011453;0;300;1;;0;400;0;0;BOB LAMI
2011454;0;140;1;;0;950;0;0;BOB LAMI
2011455;0;280;1;;0;950;0;0;BOB LAMI
2011456;0;80;1;;0;400;0;0;BOB LAMI
2011457;0;260;1;;0;400;0;0;BOB LAMI
2011458;0;80;1;;0;400;0;0;BOB LAMI
2011459;0;240;1;;0;400;0;0;BOB LAMI
2011460;0;80;0;MO-100999;0;1250;1250;0;OPP TP
2011461;0;80;1;;0;570;0;0;BOB LAMI
2011462;0;220;1;;0;570;0;0;BOB LAMI
2011463;0;80;1;;0;570;0;0;BOB LAMI
2011464;0;200;1;;0;570;0;0;BOB LAMI
2011465;0;80;1;;0;570;0;0;BOB LAMI
2011466;0;240;1;;0;570;0;0;BOB LAMI
2011467;0;80;1;;0;570;0;0;BOB LAMI
2011468;0;220;1;;0;570;0;0;BOB LAMI
2011469;0;80;1;;0;570;0;0;BOB LAMI
2011470;0;240;1;;0;570;0;0;BOB LAMI
2011471;0;80;1;;0;570;0;0;BOB LAMI
2011472;0;160;1;;0;570;0;0;BOB LAMI
2011473;0;80;1;;0;870;0;0;BOB LAMI
2011474;0;160;1;;0;870;0;0;BOB LAMI
2011475;0;80;1;;0;565;0;0;BOB LAMI
2011476;0;200;1;;0;565;0;0;BOB LAMI
2011477;0;80;1;;0;565;0;0;BOB LAMI
2011478;0;240;1;;0;565;0;0;BOB LAMI
2011479;0;100;1;;0;1050;0;0;BOB LAMI
2011480;0;220;1;;0;1050;0;0;BOB LAMI
2011481;0;80;1;;0;1130;0;0;BOB LAMI
2011482;0;360;1;;0;1130;0;0;BOB LAMI
2011483;0;80;1;;0;1010;0;0;BOB LAMI
2011484;0;280;1;;0;1010;0;0;BOB LAMI
2011485;0;100;1;;0;1050;0;0;BOB LAMI
2011486;0;220;1;;0;1050;0;0;BOB LAMI
2011487;0;80;1;;0;1110;0;0;BOB LAMI
2011488;0;240;1;;0;1110;0;0;BOB LAMI
2011489;0;140;1;;0;950;0;0;BOB LAMI
2011490;0;280;1;;0;950;0;0;BOB LAMI
2011491;0;120;1;;0;1120;0;0;BOB LAMI
2011492;0;80;1;;0;1120;0;0;BOB LAMI
2011493;0;140;1;;0;950;0;0;BOB LAMI
2011494;0;280;1;;0;950;0;0;BOB LAMI
2011496;97;200;1;MO-100141;0;970;970;0;BOB LAMI
2011498;0;80;1;;0;1100;0;0;BOB LAMI
2011499;0;280;1;;0;1100;0;0;BOB LAMI
2011500;0;120;1;MO-100125;0;1198;1198;0;BOB LAMI
2011501;0;280;1;MO-100141;0;950;950;0;BOB LAMI
2011502;0;140;1;MO-100999;0;1200;1200;0;LAMI LAMI
2011503;0;80;1;;0;950;0;0;BOB LAMI
2011504;0;280;1;;0;950;0;0;BOB LAMI
2011505;0;160;1;;0;345;0;0;BOB LAMI
2011506;0;300;1;;0;345;0;0;BOB LAMI
2011507;0;140;1;;0;950;0;0;BOB LAMI
2011508;0;280;1;;0;950;0;0;BOB LAMI
2011509;0;120;1;;0;1198;0;0;BOB LAMI
2011510;0;100;0;MO-100999;0;1140;1140;0;OPP TP
2011511;0;100;1;;0;1140;0;0;BOB LAMI
2011512;0;140;1;;0;950;0;0;BOB LAMI
2011513;0;280;1;;0;950;0;0;BOB LAMI
2011514;0;100;1;MO-100024;0;1050;1050;0;BOB TUBO
2011515;0;140;1;;0;1050;0;0;BOB LAMI
2011516;0;280;1;;0;1050;0;0;BOB LAMI
2011517;0;80;0;MO-100999;0;780;780;0;OPP MATE
2011518;0;140;1;;0;950;0;0;BOB LAMI
2011519;0;280;1;;0;950;0;0;BOB LAMI
2011520;0;80;1;;0;1110;0;0;BOB LAMI
2011521;0;240;1;;0;1110;0;0;BOB LAMI
2011522;108;90;1;MO-100004;0;1080;1080;0;BOB TUBO
2011523;0;200;1;MO-100162;0;1100;1100;0;BOB TUBO
2011524;0;80;1;;0;1040;0;0;BOB LAMI
2011525;0;160;1;;0;1040;0;0;BOB LAMI
2011526;77;205;1;MO-100999;0;770;2310;0;BOB LAMI
2011527;0;80;1;;0;915;0;0;BOB LAMI
2011528;0;160;1;;0;915;0;0;BOB LAMI
2011529;0;100;0;MO-100999;0;1150;1150;0;OPP TP
2011530;0;65;1;MO-100008;0;650;1300;0;BOB SETUBO
2011531;0;80;1;;0;930;0;0;BOB LAMI
2011532;0;160;1;;0;930;0;0;BOB LAMI
2011533;0;200;1;MO-100162;0;900;900;0;BOB TUBO
2011534;0;80;1;;0;840;0;0;BOB LAMI
2011535;0;160;1;;0;840;0;0;BOB LAMI
2011536;0;80;1;;0;840;0;0;BOB LAMI
2011537;0;160;1;;0;840;0;0;BOB LAMI
2011538;0;50;1;MO-100163;0;800;1600;0;BOB TUBO
2011539;0;80;1;;0;1010;0;0;BOB LAMI
2011540;0;280;1;;0;1010;0;0;BOB LAMI
2011541;0;75;1;MO-100008;0;1140;1140;0;BOB SETUBO
2011542;0;80;1;;0;870;0;0;BOB LAMI
2011543;0;160;1;;0;870;0;0;BOB LAMI
2011544;0;80;1;;0;570;0;0;BOB LAMI
2011545;0;200;1;;0;570;0;0;BOB LAMI
2011546;0;80;0;MO-100999;0;1095;1095;0;OPP METAL
2011547;0;120;1;;0;1095;0;0;BOB LAMI
2011548;0;200;1;;0;1095;0;0;BOB LAMI
2011549;0;120;1;;0;1095;0;0;BOB LAMI
2011550;0;200;1;;0;1095;0;0;BOB LAMI
2011553;0;160;1;;0;1040;0;0;
2011554;0;200;1;MO-100134;0;1470;1470;0;BOBINAS PE
2011555;0;200;1;MO-100162;0;1440;1440;0;BOBINAS PE
2011556;0;200;1;MO-100134;0;980;980;0;BOBINAS PE
2011557;0;200;1;MO-100162;0;1320;1320;0;BOBINAS PE
2011558;0;200;1;MO-100162;0;1100;1100;0;BOBINAS PE
2011559;0;200;1;MO-100162;0;1100;1100;0;BOBINAS PE
2011560;0;80;1;;0;1040;0;0;BOB LAMI
2011561;0;160;1;;0;1040;0;0;BOB LAMI
2011562;0;120;1;MO-100125;0;800;800;0;BOBINAS PE
2011563;0;120;1;;0;800;0;0;BOB LAMI
2011564;0;160;1;MO-100141;0;670;1320;0;BOBINAS PE
2011565;0;80;1;;0;670;0;0;BOB LAMI
2011566;0;208;1;;0;670;0;0;BOB LAMI
2011567;0;288;1;;0;670;0;0;BOB LAMI
2011568;0;60;1;MO-100163;1;700;1400;0;BOBINAS PE
2011569;0;80;1;;0;670;0;0;BOB LAMI
2011570;0;208;1;;0;670;0;0;BOB LAMI
2011571;0;288;1;;0;670;0;0;BOB LAMI
2011572;0;200;1;MO-100141;0;1140;1140;0;FILM LAMI
2011573;0;160;1;;0;1140;0;0;BOB LAMI
2011574;0;320;1;;0;1140;0;0;BOB LAMI
2011575;0;80;1;;0;1040;0;0;BOB LAMI
2011576;0;160;1;;0;1040;0;0;BOB LAMI
2011577;0;200;1;;0;680;0;0;BOB LAMI
2011578;0;340;1;;0;680;0;0;BOB LAMI
2011579;0;200;1;MO-100162;0;840;840;0;BOB TUBO
2011580;0;200;1;;0;790;0;0;BOB TUBO
2011581;0;200;1;;0;790;0;0;BOB TUBO
2011582;28;120;1;MO-100999;0;840;840;0;BOB LAMI
2011583;0;80;1;MO-100999;0;1215;1215;0;BOB LAMI
2011584;0;80;1;MO-100999;0;1215;1215;0;BOBINAS PE
2011585;0;48;1;;0;950;0;0;BOB TUBO
2011586;0;200;1;;0;950;0;0;BOB TUBO
2011587;0;80;1;MO-100999;0;1215;1215;0;BOB LAMI
2011588;0;80;1;MO-100999;0;770;770;0;BOBINAS PE
2011589;0;120;1;MO-100999;0;1200;1200;0;FILM LAMI
2011590;0;120;1;MO-100999;0;1200;1200;0;FILM LAMI
2011591;0;85;1;MO-100999;0;760;1520;0;BOBINAS PE
2011592;0;200;1;;0;1050;0;0;BOB TUBO
2011593;0;200;1;;0;880;0;0;BOB TUBO
2011594;0;200;1;;0;880;0;0;BOB TUBO
2011595;0;90;1;;0;880;0;0;BOB TUBO
2011596;0;200;1;;0;680;0;0;BOB TUBO
2011597;0;200;1;;0;680;0;0;BOB TUBO
2011598;0;50;1;MO-100999;0;1200;1200;0;BOB TUBO
2011599;0;90;1;MO-100999;0;1200;1200;0;BOB TUBO
2011600;0;200;1;;0;1198;0;0;BOB TUBO
2011601;0;200;1;;0;880;0;0;BOB TUBO
2011602;0;200;1;;0;880;0;0;BOB TUBO
2011603;0;200;1;;0;880;0;0;BOB TUBO
2011604;0;200;1;;0;420;0;0;BOB TUBO
2011605;0;100;1;;0;420;0;0;BOB TUBO
2011606;0;200;1;;0;870;0;0;BOB TUBO
2011607;0;200;1;;0;870;0;0;BOB TUBO
2011608;0;63;1;;0;990;0;0;BOB TUBO
2011609;0;200;1;;0;990;0;0;BOB TUBO
2011610;0;140;1;;0;990;0;0;BOB TUBO
2011611;0;48;1;;0;1400;1400;0;BOB TUBO
2011612;0;48;1;;0;1050;1050;0;BOB TUBO
2011613;0;60;1;;0;1000;1000;0;BOB TUBO
2011614;0;48;1;;0;600;1200;0;BOB TUBO
2011615;0;60;1;;0;1000;1000;0;BOB TUBO
2011616;0;200;1;;0;1440;1440;0;BOB TUBO
2011617;0;200;1;;0;1440;1440;0;BOB TUBO
2011618;0;200;1;;0;1440;1440;0;BOB TUBO
2011619;0;200;1;;0;1260;1260;0;BOB TUBO
2011620;0;200;1;;0;1200;1200;0;BOB TUBO
2011621;0;90;1;;0;1320;1320;0;BOB TUBO
2011622;0;200;1;;0;1320;1320;0;BOB TUBO
2011623;0;200;1;;0;1440;1440;0;BOB TUBO
2011624;0;160;1;;0;1040;0;0;BOB LAMI
2011625;80;120;1;MO-100125;0;800;800;0;BOB LAMI
2011626;0;120;1;;0;800;0;0;BOB LAMI
2011627;0;160;1;MO-100141;0;670;1320;0;BOB LAMI
2011628;0;80;1;;0;670;0;0;BOB LAMI
2011629;0;208;1;;0;670;0;0;BOB LAMI
2011630;0;288;1;;0;670;0;0;BOB LAMI
2011631;0;60;1;MO-100163;1;700;1400;0;BOB SETUBO
2011632;0;80;1;;0;670;0;0;BOB LAMI
2011633;0;208;1;;0;670;0;0;BOB LAMI
2011634;0;288;1;;0;670;0;0;BOB LAMI
2011635;0;200;1;MO-100141;0;1140;1140;0;LAMI LAMI
2011636;0;160;1;;0;1140;0;0;BOB LAMI
2011637;0;320;1;;0;1140;0;0;BOB LAMI
2011638;0;80;1;;0;1040;0;0;BOB LAMI
2011639;0;160;1;;0;1040;0;0;BOB LAMI
2011640;0;200;1;;0;680;0;0;BOB LAMI
2011641;0;340;1;;0;680;0;0;BOB LAMI
2011642;0;200;1;MO-100162;0;840;840;0;BOB TUBO
2011643;0;120;1;;0;790;0;0;BOB LAMI
2011644;0;200;1;;0;790;0;0;BOB LAMI
2011645;28;120;1;MO-100999;0;840;840;0;BOB LAMI
2011646;0;80;1;MO-100999;0;1215;1215;0;BOB LAMI
2011647;0;80;1;MO-100999;0;1215;1215;0;BOB LAMI
2011648;0;80;1;;0;950;0;0;BOB LAMI
2011649;0;280;1;;0;950;0;0;BOB LAMI
2011650;0;80;1;MO-100999;0;1215;1215;0;BOB LAMI
2011651;0;80;1;MO-100999;0;770;770;0;BOB LAMI
2011652;0;120;1;MO-100999;0;1200;1200;0;LAMI LAMI
2011653;0;120;1;MO-100999;0;1200;1200;0;LAMI LAMI
2011654;0;90;1;MO-100999;0;760;1520;0;BOB SETUBO
2011655;0;152;1;;0;1050;0;0;BOB LAMI
2011656;0;80;1;;0;880;0;0;BOB LAMI
2011657;0;240;1;;0;880;0;0;BOB LAMI
2011658;0;320;1;;0;880;0;0;BOB LAMI
2011659;0;200;1;;0;680;0;0;BOB LAMI
2011660;0;340;1;;0;680;0;0;BOB LAMI
2011661;120;100;1;MO-100999;0;1200;1200;0;BOB LAMI
2011662;120;340;1;MO-100999;0;1200;1200;0;LAMI LAMI
2011663;0;120;1;;0;1198;0;0;BOB LAMI
2011664;0;80;1;;0;880;0;0;BOB LAMI
2011665;0;240;1;;0;880;0;0;BOB LAMI
2011666;0;320;1;;0;880;0;0;BOB LAMI
2011667;0;120;1;;0;420;0;0;BOB LAMI
2011668;0;440;1;;0;420;0;0;BOB LAMI
2011669;0;80;1;;0;870;0;0;BOB LAMI
2011670;0;160;1;;0;870;0;0;BOB LAMI
2011671;0;80;1;;0;990;0;0;BOB LAMI
2011672;0;240;1;;0;990;0;0;BOB LAMI
2011673;0;320;1;;0;990;0;0;BOB LAMI
2011674;0;80;1;;0;425;0;0;BOB LAMI
2011675;0;160;1;;0;425;0;0;BOB LAMI
2011676;0;240;1;;0;425;0;0;BOB LAMI
2011677;0;100;1;;0;960;0;0;BOB LAMI
2011678;0;180;1;;0;960;0;0;BOB LAMI
2011679;0;60;0;MO-100999;0;990;990;0;OPP MATE
2011680;0;80;1;;0;322;0;0;BOB LAMI
2011681;0;160;1;;0;322;0;0;BOB LAMI
2011682;0;240;1;;0;322;0;0;BOB LAMI
2011683;0;80;1;;0;990;0;0;BOB LAMI
2011684;0;140;1;;0;990;0;0;BOB LAMI
2011685;0;140;1;MO-100141;0;1055;1055;0;BOB LAMI
2011688;0;180;1;MO-100141;0;940;940;0;BOBINAS PE
2011689;0;228;1;;0;940;0;0;BOB LAMI
2011690;0;308;1;;0;940;0;0;BOB LAMI
2011691;0;220;1;;0;330;0;0;BOB LAMI
2011692;0;260;1;;0;825;0;0;BOB LAMI
2011696;0;240;1;;0;940;0;0;BOB LAMI
2011697;0;320;1;;0;940;0;0;BOB LAMI
2011699;0;80;1;;0;820;0;0;BOB LAMI
2011700;0;240;1;;0;820;0;0;BOB LAMI
2011701;0;320;1;;0;820;0;0;BOB LAMI
2011702;0;80;1;;0;1010;0;0;BOB LAMI
2011703;0;160;1;;0;1010;0;0;BOB LAMI
2011704;0;80;1;;0;900;0;0;BOB LAMI
2011705;0;80;1;;0;800;0;0;BOB LAMI
2011706;0;80;1;;0;1000;0;0;BOB LAMI
2011707;0;200;0;MO-100999;0;940;940;0;PE BARRERA
2011708;0;80;1;MO-100141;0;960;960;0;BOB LAMI
2011709;0;160;1;;0;340;0;0;BOB LAMI
2011710;0;100;1;MO-100173;0;700;700;0;BOB TUBO
2011712;0;320;1;;0;485;0;0;BOB LAMI
2011713;0;200;1;;0;345;0;0;BOB LAMI
2011714;0;80;1;MO-100163;0;900;1800;0;BOB TUBO
2011715;70;200;1;MO-100162;0;700;1400;0;BOB TUBO
2011716;0;80;1;;0;870;0;0;BOB LAMI
2011717;0;160;1;;0;870;0;0;BOB LAMI
2011718;0;80;1;;0;915;0;0;BOB LAMI
2011719;0;160;1;;0;915;0;0;BOB LAMI
2011720;0;80;1;;0;1000;0;0;BOB LAMI
2011721;0;280;1;;0;1000;0;0;BOB LAMI
2011722;0;80;1;;0;870;0;0;BOB LAMI
2011723;0;140;1;;0;870;0;0;BOB LAMI
2011724;0;80;1;;0;700;0;0;BOB LAMI
2011725;0;160;1;;0;700;0;0;BOB LAMI
2011726;82,5;280;1;MO-100141;0;825;825;0;LAMI LAMI
2011727;120;100;1;MO-100999;0;1200;1200;0;BOB LAMI
2011728;0;120;1;MO-100999;0;1200;1200;0;BOB LAMI
2011729;70;360;1;MO-100141;0;700;1400;0;LAMI LAMI
2011730;0;80;1;MO-100999;0;1215;1215;0;BOB LAMI
2011731;0;80;1;MO-100999;0;1215;1215;0;BOB LAMI
2011732;0;80;1;MO-100999;0;1215;1215;0;BOB LAMI
2011733;0;80;1;;0;345;0;0;BOB LAMI
2011734;0;160;1;;0;345;0;0;BOB LAMI
2011735;0;240;1;;0;345;0;0;BOB LAMI
2011736;0;80;0;MO-100999;0;920;920;0;OPP METAL
2011737;0;120;1;MO-100999;0;680;1360;0;BOB LAMI
2011738;0;200;1;MO-100999;0;680;1360;0;BOB LAMI
2011739;0;320;1;;0;680;0;0;BOB LAMI
2011740;0;160;1;MO-100141;0;1215;1215;0;BOB LAMI
2011741;0;80;1;;0;950;0;0;BOB LAMI
2011742;0;240;1;;0;950;0;0;BOB LAMI
2011743;0;240;1;MO-100999;0;950;950;0;BOB LAMI
2011744;0;240;1;;0;950;0;0;BOB LAMI
2011745;0;140;1;;0;1055;0;0;BOB LAMI
2011746;0;150;1;MO-100056;0;960;960;0;BOB TUBO
2011747;106;280;0;MO-100999;0;1060;1060;0;PE BARRERA
2011748;0;120;1;MO-100999;0;1060;1060;0;BOB LAMI
2011749;0;120;1;MO-100178;0;1060;1060;0;BOB LAMI
2011750;0;280;1;MO-100999;0;1060;1060;0;BOB LAMI
2011751;0;120;1;MO-100999;0;1060;1060;0;BOB LAMI
2011752;0;120;1;;0;1060;0;0;BOB LAMI
2011753;0;400;1;;0;1060;0;0;BOB LAMI
2011754;0;74;1;MO-100999;0;1410;1410;0;BOB TUBO
2011755;0;120;1;;0;545;0;0;BOB LAMI
2011756;0;400;1;;0;545;0;0;BOB LAMI
2011757;0;520;1;;0;545;0;0;BOB LAMI
2011758;0;120;1;;0;1060;0;0;BOB LAMI
2011759;0;400;1;;0;1060;0;0;BOB LAMI
2011760;0;520;1;;0;1060;0;0;BOB LAMI
2011761;112,5;320;1;MO-100141;0;1125;1125;0;LAMI LAMI
2011762;112,5;400;1;MO-100141;0;1125;1125;0;LAMI LAMI
2011763;112,5;520;1;MO-100141;0;1125;1125;0;LAMI LAMI
2011764;0;120;1;MO-100141;0;990;990;0;BOB LAMI
2011770;0;200;1;;0;460;0;0;BOB LAMI
2011771;0;280;1;;0;460;0;0;BOB LAMI
2011772;0;200;1;;0;440;0;0;BOB LAMI
2011773;0;280;1;;0;440;0;0;BOB LAMI
2011774;0;240;1;MO-100999;0;1200;1200;0;LAMI LAMI
2011775;0;80;1;MO-100999;0;1110;1110;0;BOB LAMI
2011776;0;200;1;;0;1110;0;0;BOB LAMI
2011777;0;120;1;;0;365;0;0;BOB LAMI
2011778;0;240;1;;0;365;0;0;BOB LAMI
2011779;0;120;0;MO-100999;0;1170;1170;0;OPP TP
2011780;0;100;0;MO-100999;0;1170;1170;0;OPP TP
2011781;0;100;1;;0;1170;0;0;BOB LAMI
2011782;0;220;1;;0;1170;0;0;BOB LAMI
2011784;0;80;0;MO-100999;0;920;920;0;OPP MATE
2011785;0;160;1;;0;330;0;0;BOB LAMI
2011786;0;80;0;MO-100999;0;860;860;0;OPP METAL
2011787;0;80;0;MO-100999;0;870;870;0;OPP METAL
2011788;0;80;0;MO-100999;0;1170;1170;0;OPP METAL
2011789;0;80;0;MO-100999;0;1020;1020;0;OPP METAL
2011790;0;80;0;MO-100999;0;850;850;0;OPP METAL
2011791;0;80;0;MO-100999;0;900;900;0;OPP METAL
2011792;0;48;1;MO-100163;0;1050;1050;0;BOB TUBO
2011793;0;80;0;MO-100999;0;850;850;0;OPP MATE
