REFERENCIA,ANCHO,GALGA,TIPO,MEZCLA,TRATAMIENTO,ABREFACIL,FUELLE
2011260,820,80,BOB LAMI,,NO,NO,0
2011261,820,240,BOB LAMI,,NO,NO,0
2011262,820,320,BOB LAMI,,NO,NO,0
2011263,810,80,BOB LAMI,,NO,NO,0
2011264,810,240,BOB LAMI,,NO,NO,0
2011265,810,320,BOB LAMI,,NO,NO,0
2011266,755,80,OPP BO,MO-100999,NO,NO,0
2011267,1200,100,BOB TUBO,MO-100056,NO,NO,0
2011268,880,80,BOB LAMI,,NO,NO,0
2011269,880,240,BOB LAMI,,NO,NO,0
2011270,880,320,BOB LAMI,,NO,NO,0
2011271,1050,80,BOB LAMI,,NO,NO,0
2011272,1050,160,BOB LAMI,,NO,NO,0
2011275,1150,150,BOB SETUBO,MO-100165,NO,SI,0
2011276,1040,120,BOB SETUBO,MO-100165,NO,SI,0
2011277,700,80,BOB LAMI,,NO,NO,0
2011278,700,160,BOB LAMI,,NO,NO,0
2011279,660,200,LAMI LAMI,MO-100141,NO,NO,0
2011280,1220,200,BOB LAMI,MO-100141,NO,NO,0
2011281,1440,200,BOB TUBO,MO-100162,NO,NO,0
2011282,1200,200,BOB TUBO,MO-100162,NO,NO,0
2011283,640,90,BOB SETUBO,MO-100074,NO,NO,0
2011284,885,48,PET,MO-100999,NO,NO,0
2011285,885,280,BOB LAMI,MO-100141,NO,NO,0
2011286,885,48,BOB LAMI,,NO,NO,0
2011287,885,328,BOB LAMI,,NO,NO,0
2011288,810,280,BOB LAMI,MO-100141,NO,NO,0
2011289,810,48,BOB LAMI,,NO,NO,0
2011290,810,328,BOB LAMI,,NO,NO,0
2011291,1110,80,BOB LAMI,,NO,NO,0
2011292,1110,240,BOB LAMI,,NO,NO,0
2011293,1110,80,BOB LAMI,,NO,NO,0
2011294,1110,240,BOB LAMI,,NO,NO,0
2011295,870,80,BOB LAMI,,NO,NO,0
2011296,870,160,BOB LAMI,,NO,NO,0
2011297,640,80,BOB SETUBO,MO-100099,NO,NO,0
2011298,870,80,BOB LAMI,,NO,NO,0
2011299,870,160,BOB LAMI,,NO,NO,0
2011300,820,80,BOB LAMI,,NO,NO,0
2011301,820,240,BOB LAMI,,NO,NO,0
2011302,820,320,BOB LAMI,,NO,NO,0
2011303,1020,48,BOB TUBO,MO-100149,NO,NO,0
2011304,700,120,BOB TUBO,MO-100004,NO,NO,0
2011305,700,200,BOB TUBO,MO-100162,NO,NO,0
2011306,870,120,BOB LAMI,,NO,NO,0
2011307,870,200,BOB LAMI,,NO,NO,0
2011308,1150,100,BOB SETUBO,MO-100163,NO,SI,0
2011309,1100,80,BOB LAMI,,NO,NO,0
2011310,1100,280,BOB LAMI,,NO,NO,0
2011312,1140,140,BOB LAMI,,NO,NO,0
2011313,1140,280,BOB LAMI,,NO,NO,0
2011314,670,220,BOB LAMI,,NO,NO,0
2011315,670,220,BOB LAMI,,NO,NO,0
2011316,1200,140,BOB LAMI,MO-100999,NO,NO,0
2011317,1200,140,BOB LAMI,MO-100999,NO,NO,0
2011318,1200,160,BOB LAMI,MO-100999,NO,NO,0
2011319,1200,160,BOB LAMI,MO-100999,NO,NO,0
2011320,1200,80,BOB LAMI,MO-100999,NO,NO,0
2011321,1200,80,BOB LAMI,MO-100999,NO,NO,0
2011322,1200,80,BOB LAMI,MO-100999,NO,NO,0
2011323,1200,80,BOB LAMI,MO-100172,NO,NO,0
2011324,1320,90,BOB TUBO,MO-100163,NO,NO,0
2011325,885,260,BOB LAMI,MO-100141,NO,NO,0
2011326,810,44,BOB TUBO,MO-100149,NO,NO,0
2011327,810,260,BOB LAMI,MO-100141,NO,NO,0
2011328,950,240,BOB LAMI,,NO,NO,0
2011329,1130,220,BOB LAMI,,NO,NO,0
2011330,1200,140,BOB LAMI,MO-100999,NO,NO,0
2011331,1200,140,BOB LAMI,MO-100999,NO,NO,0
2011332,880,90,BOB TUBO,MO-100024,NO,NO,0
2011333,2300,250,BOB TUBO,MO-100999,NO,NO,550
2011334,1100,250,BOB TUBO,MO-100999,NO,NO,270
2011335,1040,80,BOB LAMI,,NO,NO,0
2011336,1040,160,BOB LAMI,,NO,NO,0
2011337,1050,50,BOB TUBO,MO-100163,NO,NO,0
2011338,1130,80,BOB LAMI,,NO,NO,0
2011339,1130,300,BOB LAMI,,NO,NO,0
2011340,800,85,BOB TUBO,MO-100090,NO,NO,175
2011341,1040,150,BOB TUBO,MO-100056,NO,NO,0
2011342,900,150,BOB SETUBO,MO-100165,NO,NO,0
2011343,980,200,BOB TUBO,MO-100134,NO,NO,0
2011344,1200,120,LAMI LAMI,MO-100999,NO,NO,0
2011345,1200,120,LAMI LAMI,MO-100999,NO,NO,0
2011346,1200,180,LAMI LAMI,MO-100999,NO,NO,0
2011347,1200,180,LAMI LAMI,MO-100999,NO,NO,0
2011348,1200,180,LAMI LAMI,MO-100999,NO,NO,0
2011349,1200,220,LAMI LAMI,MO-100141,NO,NO,0
2011350,1200,220,LAMI LAMI,MO-100999,NO,NO,0
2011351,1200,220,LAMI LAMI,MO-100999,NO,NO,0
2011352,1200,220,LAMI LAMI,MO-100999,NO,NO,0
2011353,1200,100,LAMI LAMI,MO-100999,NO,NO,0
2011354,1200,100,LAMI LAMI,MO-100999,NO,NO,0
2011355,1200,120,LAMI LAMI,MO-100999,NO,NO,0
2011356,1200,140,LAMI LAMI,MO-100999,NO,NO,0
2011357,1200,160,LAMI LAMI,MO-100999,NO,NO,0
2011358,1200,80,LAMI LAMI,MO-100999,NO,NO,0
2011359,1200,160,LAMI LAMI,MO-100999,NO,NO,0
2011360,1200,200,LAMI LAMI,MO-100999,NO,NO,0
2011361,1200,400,LAMI LAMI,MO-100999,NO,NO,0
2011362,1200,360,LAMI LAMI,MO-100999,NO,NO,0
2011363,1200,280,LAMI LAMI,MO-100999,NO,NO,0
2011364,1200,320,LAMI LAMI,MO-100999,NO,NO,0
2011365,1060,70,BOB SETUBO,MO-100008,NO,NO,0
2011366,1100,120,BOB LAMI,MO-100141,NO,NO,0
2011367,840,80,OPP MATE,MO-100999,NO,NO,0
2011368,1000,80,BOB LAMI,,NO,NO,0
2011369,1000,280,BOB LAMI,,NO,NO,0
2011370,1095,120,OPP MATE,MO-100999,NO,NO,0
2011371,1450,200,BOB TUBO,MO-100999,NO,NO,0
2011372,1450,120,BOB TUBO,MO-100999,NO,NO,0
2011373,680,80,BOB LAMI,,NO,NO,0
2011374,680,260,BOB LAMI,,NO,NO,0
2011375,1650,80,BOB TUBO,MO-100004,NO,NO,0
2011376,1150,120,BOB LAMI,,NO,NO,0
2011377,1150,200,BOB LAMI,,NO,NO,0
2011378,680,80,BOB LAMI,,NO,NO,0
2011379,680,260,BOB LAMI,,NO,NO,0
2011380,785,200,BOB LAMI,,NO,NO,0
2011381,1260,200,BOB TUBO,MO-100162,NO,NO,0
2011382,322,140,BOB LAMI,,NO,NO,0
2011383,322,260,BOB LAMI,,NO,NO,0
2011384,950,140,BOB LAMI,,NO,NO,0
2011385,950,280,BOB LAMI,,NO,NO,0
2011386,1200,120,BOB TUBO,MO-100004,NO,NO,0
2011387,680,80,BOB LAMI,,NO,NO,0
2011388,680,260,BOB LAMI,,NO,NO,0
2011389,680,80,BOB LAMI,,NO,NO,0
2011390,680,260,BOB LAMI,,NO,NO,0
2011391,322,140,BOB LAMI,,NO,NO,0
2011392,322,260,BOB LAMI,,NO,NO,0
2011393,680,80,BOB LAMI,,NO,NO,0
2011394,680,300,BOB LAMI,,NO,NO,0
2011395,322,140,BOB LAMI,,NO,NO,0
2011396,322,260,BOB LAMI,,NO,NO,0
2011397,250,140,BOB LAMI,,NO,NO,0
2011398,250,260,BOB LAMI,,NO,NO,0
2011399,322,140,BOB LAMI,,NO,NO,0
2011400,322,260,BOB LAMI,,NO,NO,0
2011401,250,140,BOB LAMI,,NO,NO,0
2011402,250,260,BOB LAMI,,NO,NO,0
2011403,250,140,BOB LAMI,,NO,NO,0
2011404,250,260,BOB LAMI,,NO,NO,0
2011405,250,140,BOB LAMI,,NO,NO,0
2011406,250,260,BOB LAMI,,NO,NO,0
2011407,322,140,BOB LAMI,,NO,NO,0
2011408,322,260,BOB LAMI,,NO,NO,0
2011409,322,140,BOB LAMI,,NO,NO,0
2011410,322,260,BOB LAMI,,NO,NO,0
2011411,680,80,BOB LAMI,,NO,NO,0
2011412,680,300,BOB LAMI,,NO,NO,0
2011413,680,80,BOB LAMI,,NO,NO,0
2011414,680,300,BOB LAMI,,NO,NO,0
2011415,950,140,BOB LAMI,,NO,NO,0
2011416,950,280,BOB LAMI,,NO,NO,0
2011417,680,140,BOB LAMI,,NO,NO,0
2011418,680,280,BOB LAMI,,NO,NO,0
2011419,680,80,BOB LAMI,,NO,NO,0
2011420,680,300,BOB LAMI,,NO,NO,0
2011421,345,80,BOB LAMI,,NO,NO,0
2011422,345,180,BOB LAMI,,NO,NO,0
2011423,345,100,BOB LAMI,,NO,NO,0
2011424,345,200,BOB LAMI,,NO,NO,0
2011425,345,80,BOB LAMI,,NO,NO,0
2011426,345,180,BOB LAMI,,NO,NO,0
2011427,1140,140,BOB LAMI,,NO,NO,0
2011428,1140,280,BOB LAMI,,NO,NO,0
2011429,345,80,BOB LAMI,,NO,NO,0
2011430,345,180,BOB LAMI,,NO,NO,0
2011431,345,100,BOB LAMI,,NO,NO,0
2011432,345,200,BOB LAMI,,NO,NO,0
2011433,345,100,BOB LAMI,,NO,NO,0
2011434,345,200,BOB LAMI,,NO,NO,0
2011435,950,140,BOB LAMI,,NO,NO,0
2011436,950,280,BOB LAMI,,NO,NO,0
2011437,345,100,BOB LAMI,,NO,NO,0
2011438,950,280,BOB LAMI,,NO,NO,0
2011439,345,200,BOB LAMI,,NO,NO,0
2011440,1140,140,BOB LAMI,,NO,NO,0
2011441,1140,280,BOB LAMI,,NO,NO,0
2011442,814,80,BOB LAMI,,NO,NO,0
2011443,814,400,BOB LAMI,,NO,NO,0
2011444,570,80,BOB LAMI,,NO,NO,0
2011445,570,200,BOB LAMI,,NO,NO,0
2011446,814,80,BOB LAMI,,NO,NO,0
2011447,814,360,BOB LAMI,,NO,NO,0
2011448,814,80,BOB LAMI,,NO,NO,0
2011449,814,440,BOB LAMI,,NO,NO,0
2011450,814,80,BOB LAMI,,NO,NO,0
2011451,814,480,BOB LAMI,,NO,NO,0
2011452,400,100,BOB LAMI,,NO,NO,0
2011453,400,300,BOB LAMI,,NO,NO,0
2011454,950,140,BOB LAMI,,NO,NO,0
2011455,950,280,BOB LAMI,,NO,NO,0
2011456,400,80,BOB LAMI,,NO,NO,0
2011457,400,260,BOB LAMI,,NO,NO,0
2011458,400,80,BOB LAMI,,NO,NO,0
2011459,400,240,BOB LAMI,,NO,NO,0
2011460,1250,80,OPP TP,MO-100999,NO,NO,0
2011461,570,80,BOB LAMI,,NO,NO,0
2011462,570,220,BOB LAMI,,NO,NO,0
2011463,570,80,BOB LAMI,,NO,NO,0
2011464,570,200,BOB LAMI,,NO,NO,0
2011465,570,80,BOB LAMI,,NO,NO,0
2011466,570,240,BOB LAMI,,NO,NO,0
2011467,570,80,BOB LAMI,,NO,NO,0
2011468,570,220,BOB LAMI,,NO,NO,0
2011469,570,80,BOB LAMI,,NO,NO,0
2011470,570,240,BOB LAMI,,NO,NO,0
2011471,570,80,BOB LAMI,,NO,NO,0
2011472,570,160,BOB LAMI,,NO,NO,0
2011473,870,80,BOB LAMI,,NO,NO,0
2011474,870,160,BOB LAMI,,NO,NO,0
2011475,565,80,BOB LAMI,,NO,NO,0
2011476,565,200,BOB LAMI,,NO,NO,0
2011477,565,80,BOB LAMI,,NO,NO,0
2011478,565,240,BOB LAMI,,NO,NO,0
2011479,1050,100,BOB LAMI,,NO,NO,0
2011480,1050,220,BOB LAMI,,NO,NO,0
2011481,1130,80,BOB LAMI,,NO,NO,0
2011482,1130,360,BOB LAMI,,NO,NO,0
2011483,1010,80,BOB LAMI,,NO,NO,0
2011484,1010,280,BOB LAMI,,NO,NO,0
2011485,1050,100,BOB LAMI,,NO,NO,0
2011486,1050,220,BOB LAMI,,NO,NO,0
2011487,1110,80,BOB LAMI,,NO,NO,0
2011488,1110,240,BOB LAMI,,NO,NO,0
2011489,950,140,BOB LAMI,,NO,NO,0
2011490,950,280,BOB LAMI,,NO,NO,0
2011491,1120,120,BOB LAMI,,NO,NO,0
2011492,1120,80,BOB LAMI,,NO,NO,0
2011493,950,140,BOB LAMI,,NO,NO,0
2011494,950,280,BOB LAMI,,NO,NO,0
2011496,970,200,BOB LAMI,MO-100141,NO,NO,0
2011498,1100,80,BOB LAMI,,NO,NO,0
2011499,1100,280,BOB LAMI,,NO,NO,0
2011500,1198,120,BOB LAMI,MO-100125,NO,NO,0
2011501,950,280,BOB LAMI,MO-100141,NO,NO,0
2011502,1200,140,LAMI LAMI,MO-100999,NO,NO,0
2011503,950,80,BOB LAMI,,NO,NO,0
2011504,950,280,BOB LAMI,,NO,NO,0
2011505,345,160,BOB LAMI,,NO,NO,0
2011506,345,300,BOB LAMI,,NO,NO,0
2011507,950,140,BOB LAMI,,NO,NO,0
2011508,950,280,BOB LAMI,,NO,NO,0
2011509,1198,120,BOB LAMI,,NO,NO,0
2011510,1140,100,OPP TP,MO-100999,NO,NO,0
2011511,1140,100,BOB LAMI,,NO,NO,0
2011512,950,140,BOB LAMI,,NO,NO,0
2011513,950,280,BOB LAMI,,NO,NO,0
2011514,1050,100,BOB TUBO,MO-100024,NO,NO,225
2011515,1050,140,BOB LAMI,,NO,NO,0
2011516,1050,280,BOB LAMI,,NO,NO,0
2011517,780,80,OPP MATE,MO-100999,NO,NO,0
2011518,950,140,BOB LAMI,,NO,NO,0
2011519,950,280,BOB LAMI,,NO,NO,0
2011520,1110,80,BOB LAMI,,NO,NO,0
2011521,1110,240,BOB LAMI,,NO,NO,0
2011522,1080,90,BOB TUBO,MO-100004,NO,NO,0
2011523,1100,200,BOB TUBO,MO-100162,NO,NO,200
2011524,1040,80,BOB LAMI,,NO,NO,0
2011525,1040,160,BOB LAMI,,NO,NO,0
2011526,770,205,BOB LAMI,MO-100999,NO,NO,0
2011527,915,80,BOB LAMI,,NO,NO,0
2011528,915,160,BOB LAMI,,NO,NO,0
2011529,1150,100,OPP TP,MO-100999,NO,NO,0
2011530,650,65,BOB SETUBO,MO-100008,NO,NO,0
2011531,930,80,BOB LAMI,,NO,NO,0
2011532,930,160,BOB LAMI,,NO,NO,0
2011533,900,200,BOB TUBO,MO-100162,NO,NO,0
2011534,840,80,BOB LAMI,,NO,NO,0
2011535,840,160,BOB LAMI,,NO,NO,0
2011536,840,80,BOB LAMI,,NO,NO,0
2011537,840,160,BOB LAMI,,NO,NO,0
2011538,800,50,BOB TUBO,MO-100163,NO,NO,0
2011539,1010,80,BOB LAMI,,NO,NO,0
2011540,1010,280,BOB LAMI,,NO,NO,0
2011541,1140,75,BOB SETUBO,MO-100008,NO,NO,0
2011542,870,80,BOB LAMI,,NO,NO,0
2011543,870,160,BOB LAMI,,NO,NO,0
2011544,570,80,BOB LAMI,,NO,NO,0
2011545,570,200,BOB LAMI,,NO,NO,0
2011546,1095,80,OPP METAL,MO-100999,NO,NO,0
2011547,1095,120,BOB LAMI,,NO,NO,0
2011548,1095,200,BOB LAMI,,NO,NO,0
2011549,1095,120,BOB LAMI,,NO,NO,0
2011550,1095,200,BOB LAMI,,NO,NO,0
2011553,1040,160,,,NO,NO,0
2011554,1470,200,BOBINAS PE,MO-100134,NO,NO,0
2011555,1440,200,BOBINAS PE,MO-100162,NO,NO,0
2011556,980,200,BOBINAS PE,MO-100134,NO,NO,0
2011557,1320,200,BOBINAS PE,MO-100162,NO,NO,0
2011558,1100,200,BOBINAS PE,MO-100162,NO,NO,200
2011559,1100,200,BOBINAS PE,MO-100162,NO,NO,0
2011560,1040,80,BOB LAMI,,NO,NO,0
2011561,1040,160,BOB LAMI,,NO,NO,0
2011562,800,120,BOBINAS PE,MO-100125,NO,NO,0
2011563,800,120,BOB LAMI,,NO,NO,0
2011564,670,160,BOBINAS PE,MO-100141,NO,NO,0
2011565,670,80,BOB LAMI,,NO,NO,0
2011566,670,208,BOB LAMI,,NO,NO,0
2011567,670,288,BOB LAMI,,NO,NO,0
2011568,700,60,BOBINAS PE,MO-100163,NO,SI,0
2011569,670,80,BOB LAMI,,NO,NO,0
2011570,670,208,BOB LAMI,,NO,NO,0
2011571,670,288,BOB LAMI,,NO,NO,0
2011572,1140,200,FILM LAMI,MO-100141,NO,NO,0
2011573,1140,160,BOB LAMI,,NO,NO,0
2011574,1140,320,BOB LAMI,,NO,NO,0
2011575,1040,80,BOB LAMI,,NO,NO,0
2011576,1040,160,BOB LAMI,,NO,NO,0
2011577,680,200,BOB LAMI,,NO,NO,0
2011578,680,340,BOB LAMI,,NO,NO,0
2011579,840,200,BOB TUBO,MO-100162,NO,NO,0
2011580,790,200,BOB TUBO,,NO,NO,0
2011581,790,200,BOB TUBO,,NO,NO,0
2011582,840,120,BOB LAMI,MO-100999,NO,NO,0
2011583,1215,80,BOB LAMI,MO-100999,NO,NO,0
2011584,1215,80,BOBINAS PE,MO-100999,NO,NO,0
2011585,950,48,BOB TUBO,,NO,NO,0
2011586,950,200,BOB TUBO,,NO,NO,0
2011587,1215,80,BOB LAMI,MO-100999,NO,NO,0
2011588,770,80,BOBINAS PE,MO-100999,NO,NO,0
2011589,1200,120,FILM LAMI,MO-100999,NO,NO,0
2011590,1200,120,FILM LAMI,MO-100999,NO,NO,0
2011591,760,85,BOBINAS PE,MO-100999,NO,NO,0
2011592,1050,200,BOB TUBO,,NO,NO,0
2011593,880,200,BOB TUBO,,NO,NO,0
2011594,880,200,BOB TUBO,,NO,NO,0
2011595,880,90,BOB TUBO,,NO,NO,0
2011596,680,200,BOB TUBO,,NO,NO,0
2011597,680,200,BOB TUBO,,NO,NO,0
2011598,1200,50,BOB TUBO,MO-100999,NO,NO,0
2011599,1200,90,BOB TUBO,MO-100999,NO,NO,0
2011600,1198,200,BOB TUBO,,NO,NO,0
2011601,880,200,BOB TUBO,,NO,NO,0
2011602,880,200,BOB TUBO,,NO,NO,0
2011603,880,200,BOB TUBO,,NO,NO,0
2011604,420,200,BOB TUBO,,NO,NO,0
2011605,420,100,BOB TUBO,,NO,NO,0
2011606,870,200,BOB TUBO,,NO,NO,0
2011607,870,200,BOB TUBO,,NO,NO,0
2011608,990,63,BOB TUBO,,NO,NO,0
2011609,990,200,BOB TUBO,,NO,NO,0
2011610,990,140,BOB TUBO,,NO,NO,0
2011611,1400,48,BOB TUBO,,NO,NO,0
2011612,1050,48,BOB TUBO,,NO,NO,0
2011613,1000,60,BOB TUBO,,NO,NO,0
2011614,600,48,BOB TUBO,,NO,NO,0
2011615,1000,60,BOB TUBO,,NO,NO,0
2011616,1440,200,BOB TUBO,,NO,NO,0
2011617,1440,200,BOB TUBO,,NO,NO,0
2011618,1440,200,BOB TUBO,,NO,NO,0
2011619,1260,200,BOB TUBO,,NO,NO,0
2011620,1200,200,BOB TUBO,,NO,NO,0
2011621,1320,90,BOB TUBO,,NO,NO,0
2011622,1320,200,BOB TUBO,,NO,NO,0
2011623,1440,200,BOB TUBO,,NO,NO,0
2011624,1040,160,BOB LAMI,,NO,NO,0
2011625,800,120,BOB LAMI,MO-100125,NO,NO,0
2011626,800,120,BOB LAMI,,NO,NO,0
2011627,670,160,BOB LAMI,MO-100141,NO,NO,0
2011628,670,80,BOB LAMI,,NO,NO,0
2011629,670,208,BOB LAMI,,NO,NO,0
2011630,670,288,BOB LAMI,,NO,NO,0
2011631,700,60,BOB SETUBO,MO-100163,NO,SI,0
2011632,670,80,BOB LAMI,,NO,NO,0
2011633,670,208,BOB LAMI,,NO,NO,0
2011634,670,288,BOB LAMI,,NO,NO,0
2011635,1140,200,LAMI LAMI,MO-100141,NO,NO,0
2011636,1140,160,BOB LAMI,,NO,NO,0
2011637,1140,320,BOB LAMI,,NO,NO,0
2011638,1040,80,BOB LAMI,,NO,NO,0
2011639,1040,160,BOB LAMI,,NO,NO,0
2011640,680,200,BOB LAMI,,NO,NO,0
2011641,680,340,BOB LAMI,,NO,NO,0
2011642,840,200,BOB TUBO,MO-100162,NO,NO,0
2011643,790,120,BOB LAMI,,NO,NO,0
2011644,790,200,BOB LAMI,,NO,NO,0
2011645,840,120,BOB LAMI,MO-100999,NO,NO,0
2011646,1215,80,BOB LAMI,MO-100999,NO,NO,0
2011647,1215,80,BOB LAMI,MO-100999,NO,NO,0
2011648,950,80,BOB LAMI,,NO,NO,0
2011649,950,280,BOB LAMI,,NO,NO,0
2011650,1215,80,BOB LAMI,MO-100999,NO,NO,0
2011651,770,80,BOB LAMI,MO-100999,NO,NO,0
2011652,1200,120,LAMI LAMI,MO-100999,NO,NO,0
2011653,1200,120,LAMI LAMI,MO-100999,NO,NO,0
2011654,760,90,BOB SETUBO,MO-100999,NO,NO,0
2011655,1050,152,BOB LAMI,,NO,NO,0
2011656,880,80,BOB LAMI,,NO,NO,0
2011657,880,240,BOB LAMI,,NO,NO,0
2011658,880,320,BOB LAMI,,NO,NO,0
2011659,680,200,BOB LAMI,,NO,NO,0
2011660,680,340,BOB LAMI,,NO,NO,0
2011661,1200,100,BOB LAMI,MO-100999,NO,NO,0
2011662,1200,340,LAMI LAMI,MO-100999,NO,NO,0
2011663,1198,120,BOB LAMI,,NO,NO,0
2011664,880,80,BOB LAMI,,NO,NO,0
2011665,880,240,BOB LAMI,,NO,NO,0
2011666,880,320,BOB LAMI,,NO,NO,0
2011667,420,120,BOB LAMI,,NO,NO,0
2011668,420,440,BOB LAMI,,NO,NO,0
2011669,870,80,BOB LAMI,,NO,NO,0
2011670,870,160,BOB LAMI,,NO,NO,0
2011671,990,80,BOB LAMI,,NO,NO,0
2011672,990,240,BOB LAMI,,NO,NO,0
2011673,990,320,BOB LAMI,,NO,NO,0
2011674,425,80,BOB LAMI,,NO,NO,0
2011675,425,160,BOB LAMI,,NO,NO,0
2011676,425,240,BOB LAMI,,NO,NO,0
2011677,960,100,BOB LAMI,,NO,NO,0
2011678,960,180,BOB LAMI,,NO,NO,0
2011679,990,60,OPP MATE,MO-100999,NO,NO,0
2011680,322,80,BOB LAMI,,NO,NO,0
2011681,322,160,BOB LAMI,,NO,NO,0
2011682,322,240,BOB LAMI,,NO,NO,0
2011683,990,80,BOB LAMI,,NO,NO,0
2011684,990,140,BOB LAMI,,NO,NO,0
2011685,1055,140,BOB LAMI,MO-100141,NO,NO,0
2011688,940,180,BOBINAS PE,MO-100141,NO,NO,0
2011689,940,228,BOB LAMI,,NO,NO,0
2011690,940,308,BOB LAMI,,NO,NO,0
2011691,330,220,BOB LAMI,,NO,NO,0
2011692,825,260,BOB LAMI,,NO,NO,0
2011696,940,240,BOB LAMI,,NO,NO,0
2011697,940,320,BOB LAMI,,NO,NO,0
2011699,820,80,BOB LAMI,,NO,NO,0
2011700,820,240,BOB LAMI,,NO,NO,0
2011701,820,320,BOB LAMI,,NO,NO,0
2011702,1010,80,BOB LAMI,,NO,NO,0
2011703,1010,160,BOB LAMI,,NO,NO,0
2011704,900,80,BOB LAMI,,NO,NO,0
2011705,800,80,BOB LAMI,,NO,NO,0
2011706,1000,80,BOB LAMI,,NO,NO,0
2011707,940,200,PE BARRERA,MO-100999,NO,NO,0
2011708,960,80,BOB LAMI,MO-100141,NO,NO,0
2011709,340,160,BOB LAMI,,NO,NO,0
2011710,700,100,BOB TUBO,MO-100173,NO,NO,0
2011712,485,320,BOB LAMI,,NO,NO,0
2011713,345,200,BOB LAMI,,NO,NO,0
2011714,900,80,BOB TUBO,MO-100163,NO,NO,0
2011715,700,200,BOB TUBO,MO-100162,NO,NO,0
2011716,870,80,BOB LAMI,,NO,NO,0
2011717,870,160,BOB LAMI,,NO,NO,0
2011718,915,80,BOB LAMI,,NO,NO,0
2011719,915,160,BOB LAMI,,NO,NO,0
2011720,1000,80,BOB LAMI,,NO,NO,0
2011721,1000,280,BOB LAMI,,NO,NO,0
2011722,870,80,BOB LAMI,,NO,NO,0
2011723,870,140,BOB LAMI,,NO,NO,0
2011724,700,80,BOB LAMI,,NO,NO,0
2011725,700,160,BOB LAMI,,NO,NO,0
2011726,825,280,LAMI LAMI,MO-100141,NO,NO,0
2011727,1200,100,BOB LAMI,MO-100999,NO,NO,0
2011728,1200,120,BOB LAMI,MO-100999,NO,NO,0
2011729,700,360,LAMI LAMI,MO-100141,NO,NO,0
2011730,1215,80,BOB LAMI,MO-100999,NO,NO,0
2011731,1215,80,BOB LAMI,MO-100999,NO,NO,0
2011732,1215,80,BOB LAMI,MO-100999,NO,NO,0
2011733,345,80,BOB LAMI,,NO,NO,0
2011734,345,160,BOB LAMI,,NO,NO,0
2011735,345,240,BOB LAMI,,NO,NO,0
2011736,920,80,OPP METAL,MO-100999,NO,NO,0
2011737,680,120,BOB LAMI,MO-100999,NO,NO,0
2011738,680,200,BOB LAMI,MO-100999,NO,NO,0
2011739,680,320,BOB LAMI,,NO,NO,0
2011740,1215,160,BOB LAMI,MO-100141,NO,NO,0
2011741,950,80,BOB LAMI,,NO,NO,0
2011742,950,240,BOB LAMI,,NO,NO,0
2011743,950,240,BOB LAMI,MO-100999,NO,NO,0
2011744,950,240,BOB LAMI,,NO,NO,0
2011745,1055,140,BOB LAMI,,NO,NO,0
2011746,960,150,BOB TUBO,MO-100056,NO,NO,0
2011747,1060,280,PE BARRERA,MO-100999,NO,NO,0
2011748,1060,120,BOB LAMI,MO-100999,NO,NO,0
2011749,1060,120,BOB LAMI,MO-100178,NO,NO,0
2011750,1060,280,BOB LAMI,MO-100999,NO,NO,0
2011751,1060,120,BOB LAMI,MO-100999,NO,NO,0
2011752,1060,120,BOB LAMI,,NO,NO,0
2011753,1060,400,BOB LAMI,,NO,NO,0
2011754,1410,74,BOB TUBO,MO-100999,NO,NO,0
2011755,545,120,BOB LAMI,,NO,NO,0
2011756,545,400,BOB LAMI,,NO,NO,0
2011757,545,520,BOB LAMI,,NO,NO,0
2011758,1060,120,BOB LAMI,,NO,NO,0
2011759,1060,400,BOB LAMI,,NO,NO,0
2011760,1060,520,BOB LAMI,,NO,NO,0
2011761,1125,320,LAMI LAMI,MO-100141,NO,NO,0
2011762,1125,400,LAMI LAMI,MO-100141,NO,NO,0
2011763,1125,520,LAMI LAMI,MO-100141,NO,NO,0
2011764,990,120,BOB LAMI,MO-100141,NO,NO,0
2011770,460,200,BOB LAMI,,NO,NO,0
2011771,460,280,BOB LAMI,,NO,NO,0
2011772,440,200,BOB LAMI,,NO,NO,0
2011773,440,280,BOB LAMI,,NO,NO,0
2011774,1200,240,LAMI LAMI,MO-100999,NO,NO,0
2011775,1110,80,BOB LAMI,MO-100999,NO,NO,0
2011776,1110,200,BOB LAMI,,NO,NO,0
2011777,365,120,BOB LAMI,,NO,NO,0
2011778,365,240,BOB LAMI,,NO,NO,0
2011779,1170,120,OPP TP,MO-100999,NO,NO,0
2011780,1170,100,OPP TP,MO-100999,NO,NO,0
2011781,1170,100,BOB LAMI,,NO,NO,0
2011782,1170,220,BOB LAMI,,NO,NO,0
2011784,920,80,OPP MATE,MO-100999,NO,NO,0
2011785,330,160,BOB LAMI,,NO,NO,0
2011786,860,80,OPP METAL,MO-100999,NO,NO,0
2011787,870,80,OPP METAL,MO-100999,NO,NO,0
2011788,1170,80,OPP METAL,MO-100999,NO,NO,0
2011789,1020,80,OPP METAL,MO-100999,NO,NO,0
2011790,850,80,OPP METAL,MO-100999,NO,NO,0
2011791,900,80,OPP METAL,MO-100999,NO,NO,0
2011792,1050,48,BOB TUBO,MO-100163,NO,NO,0
2011793,850,80,OPP MATE,MO-100999,NO,NO,0
2011794,1230,80,OPP METAL,MO-100999,NO,NO,0
