MES,REFERENCIA,CANTIDAD
2027-02-01,2019086,105000
2027-02-01,2019087,52500
2027-02-01,2019126,7062
2027-02-01,2019225,1687
2027-02-01,2019238,454
2027-02-01,2019239,34884
2027-02-01,2019240,17442
2027-02-01,2019386,127958
2027-02-01,2019387,63979
2027-02-01,2019624,24750
2027-02-01,2019625,12375
2027-02-01,2019890,14632
2027-02-01,2019891,7316
2027-02-01,2019916,428
2027-03-01,2000027,5122
2027-03-01,2000109,1521
2027-03-01,2000981,2042
2027-03-01,2001003,14442
2027-03-01,2001121,24483
2027-03-01,2001231,2490
2027-03-01,2001247,3948
2027-03-01,2001577,12248
2027-03-01,2001672,2970
2027-03-01,2001796,3949
2027-03-01,2002020,51856
2027-03-01,2002234,1344
2027-03-01,2002297,3718
2027-03-01,2002383,1804
2027-03-01,2002442,7259
2027-03-01,2002479,8891
2027-03-01,2002496,4950
2027-03-01,2002859,38
2027-03-01,2003028,557
2027-03-01,2003073,3056
2027-03-01,2003673,10949
2027-03-01,2004095,2565
2027-03-01,2004225,140
2027-03-01,2004894,5046
2027-03-01,2004955,6710
2027-03-01,2005591,6764
2027-03-01,2005592,6963
2027-03-01,2005669,1624
2027-03-01,2005787,3907
2027-03-01,2005851,3000
2027-03-01,2005943,4113
2027-03-01,2006020,3382
2027-03-01,2006021,3382
2027-03-01,2006186,379
2027-03-01,2006222,973
2027-03-01,2006449,754
2027-03-01,2006450,503
2027-03-01,2006451,754
2027-03-01,2006655,5641
2027-03-01,2009486,1732
2027-03-01,2009532,29377
2027-03-01,2009680,510
2027-03-01,2009880,30000
2027-03-01,2009901,19800
2027-03-01,2009951,498
2027-03-01,2010134,188
2027-03-01,2010277,2078
2027-03-01,2010356,1551
2027-03-01,2010360,247
2027-03-01,2010361,247
2027-03-01,2010374,558
2027-03-01,2010460,1377
2027-03-01,2010461,1377
2027-03-01,2010853,174
2027-03-01,2010885,13574
2027-03-01,2010886,15375
2027-03-01,2010962,2662
2027-03-01,2010995,2397
2027-03-01,2011275,14430
2027-03-01,2011276,8789
2027-03-01,2011579,2309
2027-03-01,2011799,32779
2027-03-01,2011820,1988
2027-03-01,2011822,1988
2027-03-01,2011849,447045
2027-03-01,2011991,2319
2027-03-01,2011992,2609
2027-03-01,2011993,2609
2027-03-01,2012141,135
2027-03-01,2012142,3603
2027-03-01,2012148,708
2027-03-01,2012208,30492
2027-03-01,2012426,1877
2027-03-01,2012488,8
2027-03-01,2012489,6
2027-03-01,2012496,50674
2027-03-01,2012499,24368
2027-03-01,2012500,26463
2027-03-01,2012559,4356
2027-03-01,2012563,6270
2027-03-01,2012623,3158
2027-03-01,2012687,3413
2027-03-01,2012750,18950
2027-03-01,2012754,1450
2027-03-01,2012929,338
2027-03-01,2012964,9388
2027-03-01,2013348,4150
2027-03-01,2013426,1751
2027-03-01,2013441,5052
2027-03-01,2013442,2976
2027-03-01,2013448,7092
2027-03-01,2013451,8730
2027-03-01,2013453,6416
2027-03-01,2013640,18678
2027-03-01,2013730,1667
2027-03-01,2013961,673
2027-03-01,2013974,952000
2027-03-01,2013997,760724
2027-03-01,2013998,362250
2027-03-01,2014236,700
2027-03-01,2014302,6650
2027-03-01,2014517,1682
2027-03-01,2014525,248062
2027-03-01,2014526,118125
2027-03-01,2014618,7623
2027-03-01,2014699,7433
2027-03-01,2014862,1536
2027-03-01,2014882,7436
2027-03-01,2015094,7639
2027-03-01,2015096,283
2027-03-01,2015097,162
2027-03-01,2015203,2284
2027-03-01,2015743,3948
2027-03-01,2015762,1988
2027-03-01,2015808,7877
2027-03-01,2015995,151
2027-03-01,2016158,22506
2027-03-01,2016179,12664
2027-03-01,2016180,10048
2027-03-01,2016188,6574
2027-03-01,2016253,1714
2027-03-01,2016302,3544
2027-03-01,2016317,9416
2027-03-01,2016347,3278
2027-03-01,2016437,124
2027-03-01,2016438,373
2027-03-01,2016510,25286
2027-03-01,2016552,525
2027-03-01,2016553,1023
2027-03-01,2016557,712
2027-03-01,2016656,220
2027-03-01,2016838,3718
2027-03-01,2016940,8052
2027-03-01,2016971,6738
2027-03-01,2017052,1415
2027-03-01,2017053,64262
2027-03-01,2017072,4981
2027-03-01,2017215,205
2027-03-01,2017331,109576
2027-03-01,2017332,52179
2027-03-01,2017393,96
2027-03-01,2017464,2500
2027-03-01,2017501,8612
2027-03-01,2017543,4
2027-03-01,2017565,34
2027-03-01,2017569,133287
2027-03-01,2017570,244
2027-03-01,2017571,244
2027-03-01,2017600,21000
2027-03-01,2017631,12
2027-03-01,2017743,3234
2027-03-01,2017810,1718
2027-03-01,2017811,44822
2027-03-01,2017812,22411
2027-03-01,2017839,7266
2027-03-01,2017881,138
2027-03-01,2017915,39536
2027-03-01,2017916,30307
2027-03-01,2018154,2340
2027-03-01,2018180,4
2027-03-01,2018481,24290
2027-03-01,2018482,12145
2027-03-01,2018483,21508
2027-03-01,2018484,10754
2027-03-01,2018538,69300
2027-03-01,2018539,34650
2027-03-01,2018565,4
2027-03-01,2018568,4
2027-03-01,2018575,1988
2027-03-01,2018621,3905
2027-03-01,2018727,15858
2027-03-01,2018782,90300
2027-03-01,2018783,45150
2027-03-01,2018856,49048
2027-03-01,2018857,24524
2027-03-01,2019086,105000
2027-03-01,2019087,52500
2027-03-01,2019126,7062
2027-03-01,2019131,156328
2027-03-01,2019132,78164
2027-03-01,2019381,7140
2027-03-01,2019382,3570
2027-03-01,2019392,7952
2027-03-01,2019421,253748
2027-03-01,2019422,126874
2027-03-01,2019423,126874
2027-03-01,2019491,876
2027-03-01,2019492,876
2027-03-01,2019495,42000
2027-03-01,2019496,21000
2027-03-01,2019655,3987
2027-03-01,2019825,380622
2027-03-01,2019826,190311
2027-03-01,2019827,190311
2027-03-01,2019916,855
